Value,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,QA60,NUVEM_SOMBRA,DIFERENCA_DIAS,Parameter,Dominio,Classe
"8,7",280,256,387,188,197,118,120,100,94,58,43,43,0,SHADOW,0,CHL,Estados_Unidos,4
"8,9",280,256,387,188,197,118,120,100,94,58,43,43,0,SHADOW,0,CHL,Estados_Unidos,4
10,186,324,854,888,757,159,140,101,25,1,24,43,0,CIRRUS,0,CHL,Estados_Unidos,4
10,186,324,854,888,757,159,140,101,25,1,24,43,0,CIRRUS,0,CHL,Estados_Unidos,4
"10,1",186,324,854,888,757,159,140,101,25,1,24,43,0,CIRRUS,0,CHL,Estados_Unidos,4
"10,2",186,324,854,888,757,159,140,101,25,1,24,43,0,CIRRUS,0,CHL,Estados_Unidos,4
"10,3",280,256,387,188,197,118,120,100,94,58,43,43,0,SHADOW,0,CHL,Estados_Unidos,4
"10,4",258,465,661,373,329,82,88,82,48,2,46,43,0,CIRRUS,0,CHL,Estados_Unidos,4
"10,5",280,256,387,188,197,118,120,100,94,58,43,43,0,SHADOW,0,CHL,Estados_Unidos,4
"10,7",186,324,854,888,757,159,140,101,25,1,24,43,0,CIRRUS,0,CHL,Estados_Unidos,4
"10,7",186,324,854,888,757,159,140,101,25,1,24,43,0,CIRRUS,0,CHL,Estados_Unidos,4
"10,8",186,324,854,888,757,159,140,101,25,1,24,43,0,CIRRUS,0,CHL,Estados_Unidos,4
11,280,256,387,188,197,118,120,100,94,58,43,43,0,SHADOW,0,CHL,Estados_Unidos,5
11,186,324,854,888,757,159,140,101,25,1,24,43,0,CIRRUS,0,CHL,Estados_Unidos,5
"11,1",186,324,854,888,757,159,140,101,25,1,24,43,0,CIRRUS,0,CHL,Estados_Unidos,5
"11,2",186,324,854,888,757,159,140,101,25,1,24,43,0,CIRRUS,0,CHL,Estados_Unidos,5
"11,7",186,324,854,888,757,159,140,101,25,1,24,43,0,CIRRUS,0,CHL,Estados_Unidos,5
"11,8",186,324,854,888,757,159,140,101,25,1,24,43,0,CIRRUS,0,CHL,Estados_Unidos,5
"13,6",272,325,549,333,482,272,276,227,217,176,60,43,0,CIRRUS,0,CHL,Estados_Unidos,5
"14,4",308,336,394,189,191,150,155,116,114,163,54,43,0,SHADOW,0,CHL,Estados_Unidos,5
18,280,256,387,188,197,118,120,100,94,58,43,43,0,SHADOW,0,CHL,Estados_Unidos,5
20,107,197,283,148,137,71,88,67,64,24,54,43,0,SHADOW,0,CHL,Estados_Unidos,5
"32,7",383,419,494,294,328,242,260,208,205,264,73,43,0,SHADOW,0,CHL,Estados_Unidos,6
"52,3",244,403,607,436,600,234,238,198,127,19,34,43,0,CIRRUS,0,CHL,Estados_Unidos,6
"0,1",48,102,252,132,79,2,3,5,12,5,40,44,0,SHADOW,0,CHL,GemStat,1
"0,8",2,93,119,1,1,1,1,1,2,70,54,44,0,SHADOW,0,CHL,Estados_Unidos,1
"1,07",463,617,1166,971,798,260,262,185,147,4,54,44,0,CIRRUS,0,CHL,PMQs,1
"1,07",463,617,1166,971,798,260,262,185,147,4,54,44,0,CIRRUS,0,CHL,PMQs,1
"2,3",90,201,223,133,145,164,173,165,146,135,69,44,0,SHADOW,0,CHL,Europa,2
"2,52",262,316,348,181,167,158,168,145,132,127,56,44,0,SHADOW,0,CHL,Estados_Unidos,2
"3,96",291,218,198,101,85,57,68,47,55,54,63,44,0,SHADOW,0,CHL,Estados_Unidos,3
"4,26",291,218,198,101,85,57,68,47,55,54,63,44,0,SHADOW,0,CHL,Estados_Unidos,3
"4,4",79,66,110,68,65,27,43,31,30,1,54,44,0,SHADOW,0,CHL,Europa,3
"4,45",367,532,887,630,507,146,144,119,87,155,32,44,0,,0,CHL,Estados_Unidos,3
"7,34",228,256,506,207,206,115,120,104,98,63,45,44,0,CIRRUS,0,CHL,Estados_Unidos,4
"8,05",402,489,769,480,441,156,139,131,96,46,51,44,0,CIRRUS,0,CHL,Estados_Unidos,4
"8,8",39,71,87,105,111,56,48,55,49,10,47,44,0,SHADOW,0,CHL,Europa,4
"8,9",161,337,458,214,203,165,180,133,138,69,45,44,0,CIRRUS,0,CHL,Europa,4
14,84,271,349,315,339,384,375,350,320,323,74,44,0,SHADOW,0,CHL,Europa,5
"15,61",259,272,271,195,183,131,140,123,101,105,58,44,0,SHADOW,0,CHL,Estados_Unidos,5
"27,57",103,231,293,78,56,28,40,41,41,48,50,44,0,SHADOW,0,CHL,Estados_Unidos,5
"0,86",450,461,399,149,133,119,117,101,103,78,52,45,0,CIRRUS,0,CHL,Estados_Unidos,1
"1,08",210,283,301,131,107,88,95,80,76,79,54,45,0,SHADOW,0,CHL,Campo_Geo,1
"1,23",196,293,353,132,110,81,87,73,78,56,61,45,0,SHADOW,0,CHL,Campo_Geo,1
"1,3",139,212,311,125,98,81,77,69,78,42,54,45,0,SHADOW,0,CHL,Campo_Geo,1
"1,34",190,295,391,161,134,103,110,96,89,63,57,45,0,CIRRUS,0,CHL,Campo_Geo,1
"1,44",152,170,254,105,88,72,70,64,73,62,60,45,0,SHADOW,0,CHL,Campo_Geo,1
"1,44",152,170,254,105,88,72,70,64,73,62,60,45,0,SHADOW,0,CHL,Campo_Limnologia,1
"1,54",210,297,404,151,116,59,77,60,50,55,44,45,0,CIRRUS,0,CHL,Campo_Limnologia,2
"4,1",69,90,134,72,59,6,26,4,9,,61,45,0,NADA,0,CHL,Estados_Unidos,3
"4,1",69,90,134,72,59,6,26,4,9,,61,45,0,NADA,0,CHL,Estados_Unidos,3
"4,75",81,133,187,104,118,59,67,60,56,104,67,45,0,SHADOW,0,CHL,Estados_Unidos,3
"5,35",92,235,426,138,98,12,14,3,1,2,40,45,0,CIRRUS,0,CHL,Cetesb,4
"5,97",342,305,315,176,176,187,184,170,167,178,52,45,0,SHADOW,0,CHL,Estados_Unidos,4
"6,84",342,305,315,176,176,187,184,170,167,178,52,45,0,SHADOW,0,CHL,Estados_Unidos,4
"8,4",1,87,94,101,102,99,103,90,83,70,67,45,0,SHADOW,0,CHL,Europa,4
"8,43",103,131,111,67,56,57,73,61,70,130,71,45,0,SHADOW,0,CHL,Estados_Unidos,4
"9,6",75,128,154,121,152,97,101,97,73,47,44,45,0,SHADOW,0,CHL,Estados_Unidos,4
"9,8",28,175,306,102,80,36,57,45,49,23,65,45,0,SHADOW,0,CHL,Europa,4
"10,9",75,128,154,121,152,97,101,97,73,47,44,45,0,SHADOW,0,CHL,Estados_Unidos,4
"11,3",75,128,154,121,152,97,101,97,73,47,44,45,0,SHADOW,0,CHL,Estados_Unidos,5
"13,9",196,259,274,160,169,156,168,131,129,81,45,45,0,SHADOW,0,CHL,Europa,5
"16,7",75,128,154,121,152,97,101,97,73,47,44,45,0,SHADOW,0,CHL,Estados_Unidos,5
"19,6",422,438,412,245,271,279,300,247,238,387,73,45,0,SHADOW,0,CHL,Estados_Unidos,5
"21,1",75,128,154,121,152,97,101,97,73,47,44,45,0,SHADOW,0,CHL,Estados_Unidos,5
"22,3",75,128,154,121,152,97,101,97,73,47,44,45,0,SHADOW,0,CHL,Estados_Unidos,5
23,75,128,154,121,152,97,101,97,73,47,44,45,0,SHADOW,0,CHL,Estados_Unidos,5
27,75,128,154,121,152,97,101,97,73,47,44,45,0,SHADOW,0,CHL,Estados_Unidos,5
28,75,128,154,121,152,97,101,97,73,47,44,45,0,SHADOW,0,CHL,Estados_Unidos,5
"29,58",267,335,399,248,311,232,222,195,168,154,71,45,0,SHADOW,0,CHL,Cetesb,5
"30,98",103,131,111,67,56,57,73,61,70,130,71,45,0,SHADOW,0,CHL,Estados_Unidos,5
"35,5",81,209,319,240,269,166,178,147,119,96,48,45,0,SHADOW,0,CHL,Europa,6
"45,9",450,364,364,248,245,236,234,208,193,199,74,45,0,SHADOW,0,CHL,Europa,6
118,200,268,379,199,322,186,211,161,145,92,58,45,0,SHADOW,0,CHL,Estados_Unidos,6
"0,68",199,263,350,144,116,89,72,80,76,54,53,46,0,CIRRUS,0,CHL,Campo_Geo,1
"0,68",199,263,350,144,116,89,72,80,76,54,53,46,0,CIRRUS,0,CHL,Campo_Limnologia,1
"1,01",198,323,428,161,127,76,87,78,68,55,55,46,0,CIRRUS,0,CHL,Campo_Geo,1
"1,07",151,274,391,196,202,131,148,116,111,20,53,46,0,SHADOW,0,CHL,PMQs,1
"1,07",259,327,465,246,185,90,93,73,62,48,64,46,0,CIRRUS,0,CHL,PMQs,1
"1,07",259,327,465,246,185,90,93,73,62,48,64,46,0,CIRRUS,0,CHL,PMQs,1
"1,2",104,63,61,44,29,13,15,16,20,2,51,46,0,SHADOW,0,CHL,Europa,1
"1,2",329,465,298,196,184,185,196,313,173,244,83,46,0,SHADOW,0,CHL,Europa,1
"2,04",204,301,415,164,126,58,82,61,60,29,62,46,0,CIRRUS,0,CHL,Campo_Limnologia,2
"2,14",151,274,391,196,202,131,148,116,111,20,53,46,0,SHADOW,0,CHL,PMQs,2
"2,14",429,610,1066,689,534,186,196,144,125,128,64,46,0,CIRRUS,0,CHL,PMQs,2
"2,14",429,610,1066,689,534,186,196,144,125,128,64,46,0,CIRRUS,0,CHL,PMQs,2
"2,15",297,340,362,174,158,128,129,110,107,115,60,46,0,SHADOW,0,CHL,Campo_Geo,2
"2,97",422,472,695,679,698,309,316,247,173,198,53,46,0,CIRRUS,0,CHL,ANA,2
"3,2",151,274,391,196,202,131,148,116,111,20,53,46,0,SHADOW,0,CHL,PMQs,3
"3,7",455,717,982,343,269,160,166,151,124,98,66,46,0,CIRRUS,0,CHL,Europa,3
"3,9",130,100,98,94,88,64,66,64,58,16,55,46,0,SHADOW,0,CHL,Europa,3
"4,27",151,274,391,196,202,131,148,116,111,20,53,46,0,SHADOW,0,CHL,PMQs,3
"4,3",305,371,477,209,189,132,148,118,120,122,58,46,0,CIRRUS,0,CHL,Campo_Geo,3
"4,357",212,355,522,276,196,81,98,83,94,990,91,46,0,CLEAR,0,CHL,ANA,3
"4,38",313,415,563,236,187,120,135,107,90,68,57,46,0,CIRRUS,0,CHL,Campo_Geo,3
"7,3",170,188,140,105,88,43,72,44,30,112,55,46,0,SHADOW,0,CHL,Canada,4
"7,6",170,188,140,105,88,43,72,44,30,112,55,46,0,SHADOW,0,CHL,Canada,4
"9,2",183,198,281,260,238,140,150,139,117,98,62,46,0,SHADOW,0,CHL,Europa,4
"9,6",25,5,18,13,2,6,17,9,39,133,68,46,0,SHADOW,0,CHL,Estados_Unidos,4
12,16,190,203,209,224,221,223,192,183,200,64,46,0,SHADOW,0,CHL,Europa,5
16,47,139,102,80,116,163,173,127,157,31,109,46,0,SHADOW,0,CHL,Europa,5
20,72,124,138,92,89,17,41,36,46,14,53,46,0,SHADOW,0,CHL,Europa,5
"0,97",224,303,322,143,126,99,107,92,87,77,57,47,0,SHADOW,0,CHL,Campo_Geo,1
"0,99",432,463,442,148,130,111,111,91,91,80,56,47,0,CIRRUS,0,CHL,Estados_Unidos,1
"1,07",88,162,238,119,109,76,103,106,105,52,75,47,0,SHADOW,0,CHL,PMQs,1
"1,07",88,162,238,119,109,76,103,106,105,52,75,47,0,SHADOW,0,CHL,PMQs,1
"1,09",195,316,433,175,145,80,98,72,65,45,57,47,0,CIRRUS,0,CHL,Campo_Geo,1
"1,153",173,317,464,205,143,51,77,56,57,1,49,47,0,CIRRUS,0,CHL,ANA,1
"1,6",304,355,326,119,105,87,93,97,82,45,64,47,0,SHADOW,0,CHL,Estados_Unidos,2
"2,02",490,461,400,260,282,323,337,281,253,451,83,47,0,SHADOW,0,CHL,Estados_Unidos,2
"2,14",88,162,238,119,109,76,103,106,105,52,75,47,0,SHADOW,0,CHL,PMQs,2
"2,14",88,162,238,119,109,76,103,106,105,52,75,47,0,SHADOW,0,CHL,PMQs,2
"2,49",490,461,400,260,282,323,337,281,253,451,83,47,0,SHADOW,0,CHL,Estados_Unidos,2
"2,5",255,215,200,81,66,33,35,44,22,1,49,47,0,SHADOW,0,CHL,Europa,2
"2,8",300,244,258,152,153,148,136,142,121,104,63,47,0,SHADOW,0,CHL,Europa,2
"8,6",52,246,295,229,228,192,212,164,152,218,67,47,0,SHADOW,0,CHL,Europa,4
"10,13",563,662,709,491,588,664,609,494,402,574,72,47,0,SHADOW,0,CHL,Estados_Unidos,4
"10,48",563,662,709,491,588,664,609,494,402,574,72,47,0,SHADOW,0,CHL,Estados_Unidos,4
"12,5",404,605,834,624,619,239,217,203,126,20,40,47,0,,0,CHL,Estados_Unidos,5
"14,2",305,446,736,972,1023,520,520,450,283,16,29,47,0,SHADOW,0,CHL,Estados_Unidos,5
"16,6",218,260,322,163,181,178,173,157,143,76,51,47,0,SHADOW,0,CHL,Estados_Unidos,5
"27,5",218,260,322,163,181,178,173,157,143,76,51,47,0,SHADOW,0,CHL,Estados_Unidos,5
"84,2",130,227,424,254,345,123,131,108,99,40,67,47,0,CIRRUS,0,CHL,Europa,6
"0,1",237,429,655,376,310,110,109,104,73,42,46,48,0,CIRRUS,0,CHL,GemStat,1
"0,86",420,437,405,147,124,107,98,89,89,87,55,48,0,CIRRUS,0,CHL,Estados_Unidos,1
"0,96",420,437,405,147,124,107,98,89,89,87,55,48,0,CIRRUS,0,CHL,Estados_Unidos,1
"1,07",135,266,386,200,212,130,140,118,108,34,72,48,0,SHADOW,0,CHL,PMQs,1
"1,07",135,266,386,200,212,130,140,118,108,34,72,48,0,SHADOW,0,CHL,PMQs,1
"1,07",135,266,386,200,212,130,140,118,108,34,72,48,0,SHADOW,0,CHL,PMQs,1
"1,07",135,266,386,200,212,130,140,118,108,34,72,48,0,SHADOW,0,CHL,PMQs,1
"1,07",112,167,274,91,74,53,58,50,46,24,48,48,0,SHADOW,0,CHL,PMQs,1
"1,07",112,167,274,91,74,53,58,50,46,24,48,48,0,SHADOW,0,CHL,PMQs,1
"1,1",420,437,405,147,124,107,98,89,89,87,55,48,0,CIRRUS,0,CHL,Estados_Unidos,1
"1,12",1,106,135,2,5,1,9,1,2,18,57,48,0,SHADOW,0,CHL,Estados_Unidos,1
"1,15",170,243,308,112,90,61,69,59,53,53,57,48,0,SHADOW,0,CHL,Campo_Geo,1
"1,55",183,216,323,123,96,63,66,63,64,47,68,48,0,SHADOW,0,CHL,Campo_Geo,2
"1,55",183,216,323,123,96,63,66,63,64,47,68,48,0,SHADOW,0,CHL,Campo_Limnologia,2
"1,78",273,418,708,383,263,80,81,71,62,17,61,48,0,CIRRUS,0,CHL,Estados_Unidos,2
"2,5",133,172,146,130,132,147,167,146,135,194,68,48,0,SHADOW,0,CHL,Estados_Unidos,2
"2,5",133,172,146,130,132,147,167,146,135,194,68,48,0,SHADOW,0,CHL,Estados_Unidos,2
"2,5",133,172,146,130,132,147,167,146,135,194,68,48,0,SHADOW,0,CHL,Estados_Unidos,2
"2,7",125,161,203,113,78,67,52,50,50,27,59,48,0,SHADOW,0,CHL,Estados_Unidos,2
"4,27",174,226,415,195,153,62,73,47,44,11,48,48,0,CIRRUS,0,CHL,PMQs,3
"4,59",210,175,223,135,152,116,121,106,104,91,71,48,0,SHADOW,0,CHL,Estados_Unidos,3
5,38,205,189,131,106,86,41,24,19,101,23,48,0,SHADOW,0,CHL,Europa,3
"5,35",109,240,702,297,448,120,119,94,68,25,74,48,0,CIRRUS,0,CHL,Europa,4
27,171,154,228,169,235,107,116,96,73,12,65,48,0,SHADOW,0,CHL,Europa,5
"36,8",410,429,429,380,410,368,384,354,310,275,81,48,0,SHADOW,0,CHL,Estados_Unidos,6
"38,8",410,429,429,380,410,368,384,354,310,275,81,48,0,SHADOW,0,CHL,Estados_Unidos,6
"0,1",127,394,683,311,198,12,33,9,2,1,38,49,0,CIRRUS,0,CHL,GemStat,1
"0,98",454,500,474,150,120,91,97,89,82,65,66,49,0,CIRRUS,0,CHL,Estados_Unidos,1
1,179,213,162,128,133,147,177,152,145,134,75,49,0,SHADOW,0,CHL,Europa,1
"1,69",135,142,207,83,58,62,56,55,38,267,81,49,0,SHADOW,0,CHL,Cetesb,2
"1,7",186,161,206,173,168,113,127,97,100,28,56,49,0,SHADOW,0,CHL,Europa,2
"2,08",288,334,348,177,153,123,132,113,109,109,55,49,0,SHADOW,0,CHL,Campo_Geo,2
"2,14",234,335,450,184,144,97,105,89,78,54,57,49,0,CIRRUS,0,CHL,PMQs,2
"2,4",226,198,213,129,138,151,149,132,129,103,54,49,0,SHADOW,0,CHL,Estados_Unidos,2
"3,2",234,335,450,184,144,97,105,89,78,54,57,49,0,CIRRUS,0,CHL,PMQs,3
"4,27",234,335,450,184,144,97,105,89,78,54,57,49,0,CIRRUS,0,CHL,PMQs,3
"4,27",234,335,450,184,144,97,105,89,78,54,57,49,0,CIRRUS,0,CHL,PMQs,3
"6,23",329,341,412,215,242,162,171,135,134,126,65,49,0,SHADOW,0,CHL,Estados_Unidos,4
7,67,151,195,134,124,99,89,91,75,49,66,49,0,SHADOW,0,CHL,Europa,4
"8,4",37,113,208,160,142,14,20,15,13,1,44,49,0,SHADOW,0,CHL,Europa,4
"9,9",188,163,168,105,105,72,81,76,71,61,53,49,0,SHADOW,0,CHL,Estados_Unidos,4
"11,9",441,667,921,736,734,296,277,250,149,37,51,49,0,CIRRUS,0,CHL,Estados_Unidos,5
"12,5",132,201,312,169,197,83,87,78,57,32,55,49,0,SHADOW,0,CHL,Estados_Unidos,5
"14,7",275,263,419,208,204,80,80,79,56,85,51,49,0,CIRRUS,0,CHL,Estados_Unidos,5
"16,9",132,201,312,169,197,83,87,78,57,32,55,49,0,SHADOW,0,CHL,Estados_Unidos,5
"18,2",132,201,312,169,197,83,87,78,57,32,55,49,0,SHADOW,0,CHL,Estados_Unidos,5
"21,4",94,139,183,100,107,93,104,98,105,114,77,49,0,SHADOW,0,CHL,Estados_Unidos,5
"24,71",80,46,62,62,71,67,82,81,82,24,77,49,0,SHADOW,0,CHL,Europa,5
29,435,485,552,308,348,309,343,280,265,315,72,49,0,SHADOW,0,CHL,Estados_Unidos,5
"0,7151",293,338,363,179,157,128,132,111,114,113,57,50,0,SHADOW,0,CHL,Campo_Limnologia,1
"0,9",73,142,320,163,90,16,12,12,19,3,61,50,0,CIRRUS,0,CHL,GemStat,1
"0,92",220,299,316,131,129,98,103,89,84,87,51,50,0,SHADOW,0,CHL,Campo_Geo,1
"1,07",139,207,403,212,154,31,43,32,27,,47,50,0,NADA,0,CHL,PMQs,1
"1,07",139,207,403,212,154,31,43,32,27,,47,50,0,NADA,0,CHL,PMQs,1
"1,07",334,394,399,221,206,175,187,158,148,119,81,50,0,SHADOW,0,CHL,PMQs,1
"1,07",203,291,373,148,124,93,100,82,73,57,59,50,0,CIRRUS,0,CHL,PMQs,1
"2,14",139,207,403,212,154,31,43,32,27,,47,50,0,NADA,0,CHL,PMQs,2
"2,3",1,1,1,11,35,12,21,35,61,1,74,50,0,SHADOW,0,CHL,Europa,2
"2,45",493,465,394,259,285,409,435,369,342,445,87,50,0,SHADOW,0,CHL,Estados_Unidos,2
"2,82",269,208,213,132,150,157,173,146,154,141,55,50,0,SHADOW,0,CHL,Estados_Unidos,2
"3,154",69,147,188,101,71,41,60,46,49,1,58,50,0,SHADOW,0,CHL,ANA,3
"3,2",203,291,373,148,124,93,100,82,73,57,59,50,0,CIRRUS,0,CHL,PMQs,3
"3,29",493,465,394,259,285,409,435,369,342,445,87,50,0,SHADOW,0,CHL,Estados_Unidos,3
"3,56",154,192,179,104,118,150,169,149,144,135,84,50,0,SHADOW,0,CHL,Estados_Unidos,3
"4,27",203,291,373,148,124,93,100,82,73,57,59,50,0,CIRRUS,0,CHL,PMQs,3
"4,27",203,291,373,148,124,93,100,82,73,57,59,50,0,CIRRUS,0,CHL,PMQs,3
"4,98",269,208,213,132,150,157,173,146,154,141,55,50,0,SHADOW,0,CHL,Estados_Unidos,3
"5,34",154,192,179,104,118,150,169,149,144,135,84,50,0,SHADOW,0,CHL,Estados_Unidos,4
"5,99",1,1,1,1,1,1,1,1,1,,29,50,0,NADA,0,CHL,Estados_Unidos,4
"7,1",212,193,214,129,127,148,147,152,131,98,54,50,0,SHADOW,0,CHL,Estados_Unidos,4
11,129,170,170,127,136,122,125,103,109,83,51,50,0,SHADOW,0,CHL,Europa,5
"11,9",344,362,566,324,372,159,167,135,115,68,48,50,0,CIRRUS,0,CHL,Estados_Unidos,5
"11,9",344,362,566,324,372,159,167,135,115,68,48,50,0,CIRRUS,0,CHL,Estados_Unidos,5
12,60,215,220,130,121,48,35,20,12,,53,50,0,NADA,0,CHL,Europa,5
"12,7",344,362,566,324,372,159,167,135,115,68,48,50,0,CIRRUS,0,CHL,Estados_Unidos,5
"12,7",344,362,566,324,372,159,167,135,115,68,48,50,0,CIRRUS,0,CHL,Estados_Unidos,5
"13,6",650,951,1362,1333,1237,474,442,300,191,13,34,50,0,,0,CHL,GemStat,5
"14,4",258,392,508,345,300,36,34,17,1,1,32,50,0,CIRRUS,0,CHL,Estados_Unidos,5
18,81,150,134,51,40,28,57,40,46,29,57,50,0,SHADOW,0,CHL,Europa,5
19,344,362,566,324,372,159,167,135,115,68,48,50,0,CIRRUS,0,CHL,Estados_Unidos,5
"26,15",189,210,440,175,350,301,323,259,232,342,76,50,0,SHADOW,0,CHL,Estados_Unidos,5
"0,59",438,484,456,323,289,236,222,207,181,174,69,51,0,SHADOW,0,CHL,Estados_Unidos,1
"1,07",434,429,462,295,300,269,261,234,242,258,97,51,0,SHADOW,0,CHL,PMQs,1
"1,07",434,429,462,295,300,269,261,234,242,258,97,51,0,SHADOW,0,CHL,PMQs,1
"1,07",195,257,381,173,150,116,115,101,95,67,65,51,0,SHADOW,0,CHL,PMQs,1
"1,07",195,257,381,173,150,116,115,101,95,67,65,51,0,SHADOW,0,CHL,PMQs,1
"1,45",147,164,258,106,103,83,73,71,81,54,69,51,0,SHADOW,0,CHL,Campo_Geo,1
"1,45",147,164,258,106,103,83,73,71,81,54,69,51,0,SHADOW,0,CHL,Campo_Limnologia,1
"1,6",157,199,183,86,87,86,101,90,88,66,70,51,0,SHADOW,0,CHL,Estados_Unidos,2
"1,79",225,312,436,170,130,55,66,58,55,109,63,51,0,CIRRUS,0,CHL,Campo_Limnologia,2
"1,9",1,71,92,14,21,7,26,12,21,42,58,51,0,SHADOW,0,CHL,Europa,2
"2,14",195,257,381,173,150,116,115,101,95,67,65,51,0,SHADOW,0,CHL,PMQs,2
"2,19",519,468,399,279,306,371,393,311,286,446,97,51,0,SHADOW,0,CHL,Estados_Unidos,2
"2,22",519,468,399,279,306,371,393,311,286,446,97,51,0,SHADOW,0,CHL,Estados_Unidos,2
"2,6",244,329,438,152,123,43,59,46,44,32,67,51,0,CIRRUS,0,CHL,Estados_Unidos,2
"3,08",184,198,158,104,85,22,30,10,22,52,57,51,0,SHADOW,0,CHL,Estados_Unidos,3
"3,2",244,329,438,152,123,43,59,46,44,32,67,51,0,CIRRUS,0,CHL,Estados_Unidos,3
"3,6",244,329,438,152,123,43,59,46,44,32,67,51,0,CIRRUS,0,CHL,Estados_Unidos,3
"3,74",438,484,456,323,289,236,222,207,181,174,69,51,0,SHADOW,0,CHL,Estados_Unidos,3
4,192,164,158,128,134,145,141,140,125,102,67,51,0,SHADOW,0,CHL,Europa,3
"4,8",12,74,143,62,63,61,57,61,53,1,40,51,0,SHADOW,0,CHL,Europa,3
"5,52",350,273,245,155,161,169,162,135,135,96,60,51,0,SHADOW,0,CHL,Estados_Unidos,4
6,179,235,246,129,125,108,111,102,98,94,53,51,0,SHADOW,0,CHL,Estados_Unidos,4
"8,1",169,275,392,230,224,258,261,231,227,351,102,51,0,SHADOW,0,CHL,Europa,4
11,219,175,116,100,102,51,73,72,52,1,51,51,0,SHADOW,0,CHL,Europa,5
"12,6",43,115,122,87,93,31,46,21,38,3,46,51,0,SHADOW,0,CHL,Europa,5
20,360,377,492,462,422,182,187,153,111,232,70,51,0,CIRRUS,0,CHL,Estados_Unidos,5
64,176,363,562,364,483,238,234,201,155,101,60,51,0,CIRRUS,0,CHL,Europa,6
"1,08",176,198,283,114,100,76,84,65,73,38,54,52,0,SHADOW,0,CHL,Campo_Geo,1
"1,08",176,198,283,114,100,76,84,65,73,38,54,52,0,SHADOW,0,CHL,Campo_Limnologia,1
"15,4",76,197,202,139,119,74,83,56,47,,57,52,0,NADA,0,CHL,Europa,5
"29,2",207,279,378,242,295,142,156,142,118,82,59,52,0,SHADOW,0,CHL,Estados_Unidos,5
"30,1",162,210,275,171,194,123,120,116,95,65,62,52,0,SHADOW,0,CHL,Estados_Unidos,5
"76,1",120,190,479,218,439,139,127,97,53,,58,52,0,NADA,0,CHL,Estados_Unidos,6
"1,07",262,327,350,135,112,64,77,61,51,37,44,53,0,CIRRUS,0,CHL,PMQs,1
"1,07",202,293,409,179,141,78,88,69,64,29,56,53,0,CIRRUS,0,CHL,PMQs,1
"1,48",192,124,112,58,46,58,82,80,100,467,92,53,0,SHADOW,0,CHL,Estados_Unidos,1
"2,14",202,293,409,179,141,78,88,69,64,29,56,53,0,CIRRUS,0,CHL,PMQs,2
"2,96",192,124,112,58,46,58,82,80,100,467,92,53,0,SHADOW,0,CHL,Estados_Unidos,2
"3,2",202,293,409,179,141,78,88,69,64,29,56,53,0,CIRRUS,0,CHL,PMQs,3
"3,2",202,293,409,179,141,78,88,69,64,29,56,53,0,CIRRUS,0,CHL,PMQs,3
"6,1",137,235,266,151,144,103,110,105,94,51,75,53,0,SHADOW,0,CHL,Europa,4
"6,94",369,416,431,229,240,235,238,218,203,342,80,53,0,SHADOW,0,CHL,Estados_Unidos,4
"8,1",638,914,1317,1225,1239,554,524,393,272,95,45,53,0,,0,CHL,GemStat,4
"11,1",163,212,536,153,117,19,29,23,13,4,48,53,0,CIRRUS,0,CHL,Estados_Unidos,5
"16,7",169,190,278,139,125,74,85,73,69,46,57,53,0,SHADOW,0,CHL,Estados_Unidos,5
"29,5",95,163,166,107,103,60,79,84,72,48,53,53,0,SHADOW,0,CHL,Europa,5
"40,8",607,658,1009,576,727,386,391,312,263,213,67,53,0,CIRRUS,0,CHL,Estados_Unidos,6
"43,2",170,209,463,176,371,130,126,92,59,1,42,53,0,CIRRUS,0,CHL,Estados_Unidos,6
"44,9",204,289,613,246,428,309,337,271,222,329,73,53,0,CIRRUS,0,CHL,Estados_Unidos,6
"52,8",174,344,531,425,568,230,216,191,118,29,66,53,0,CIRRUS,0,CHL,Estados_Unidos,6
201,248,305,494,394,653,283,311,256,183,276,76,53,0,SHADOW,0,CHL,Europa,6
"1,2",235,172,232,100,118,92,100,97,87,108,56,54,0,SHADOW,0,CHL,Europa,1
"1,49",637,586,500,333,365,499,537,451,418,477,86,54,0,SHADOW,0,CHL,Estados_Unidos,1
"1,79",637,586,500,333,365,499,537,451,418,477,86,54,0,SHADOW,0,CHL,Estados_Unidos,2
"2,6",234,219,204,111,114,108,115,105,104,88,72,54,0,SHADOW,0,CHL,Europa,2
"3,11",176,166,187,108,116,131,139,107,131,125,68,54,0,SHADOW,0,CHL,Europa,3
"3,6",345,391,411,265,253,190,189,162,154,146,64,54,0,SHADOW,0,CHL,Estados_Unidos,3
"3,8",522,593,800,374,315,229,216,198,182,135,75,54,0,CIRRUS,0,CHL,Europa,3
"7,12",345,391,411,265,253,190,189,162,154,146,64,54,0,SHADOW,0,CHL,Estados_Unidos,4
"9,2",197,331,507,271,225,114,115,124,98,190,73,54,0,CIRRUS,0,CHL,Estados_Unidos,4
"9,8",111,239,290,206,198,54,59,75,72,1,60,54,0,SHADOW,0,CHL,Estados_Unidos,4
"10,6",165,255,266,166,160,156,154,140,124,81,64,54,0,SHADOW,0,CHL,Europa,4
11,119,187,170,162,201,167,176,134,127,79,57,54,0,SHADOW,0,CHL,Europa,5
