BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,VALUE,CLASSE
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,0.8,0
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,1.6,0
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,1.2,0
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,1.1,0
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,2.2,0
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,2.0,0
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,0.9,0
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,1.4,0
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,1.9,0
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,1.3,0
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,1.7,0
0.0438,0.038200000000000005,0.047400000000000005,0.0472,0.0635,0.052500000000000005,0.0603,0.046900000000000004,0.0538,0.0308,0.0514,0.0459,8.2,0
0.024800000000000003,0.0126,0.028900000000000002,0.013600000000000001,0.0198,0.0091,0.0085,0.0149,0.0063,0.0752,0.0128,0.0117,25.2,1
